case,activity,time,
1992,6,18/04/2012 20:47,
1993,1,18/04/2012 22:41,
1993,8,18/04/2012 22:58,
1993,6,19/04/2012 15:11,
1994,1,19/04/2012 15:16,
1994,6,19/04/2012 15:21,
1995,1,19/04/2012 15:23,
1995,8,19/04/2012 15:25,
1995,9,19/04/2012 15:27,
1995,6,19/04/2012 15:46,
1998,1,19/04/2012 17:16,
1998,8,19/04/2012 17:16,
1998,9,19/04/2012 17:42,
1998,6,19/04/2012 17:42,
1999,1,19/04/2012 17:47,
1999,8,19/04/2012 18:11,
1999,6,19/04/2012 18:51,
1999,6,19/04/2012 19:27,
2002,1,19/04/2012 20:49,
2002,8,19/04/2012 21:36,
2002,6,19/04/2012 21:36,
2012,1,19/04/2012 21:38,
2012,8,19/04/2012 21:38,
2012,6,19/04/2012 21:39,
2014,1,19/04/2012 21:39,
2014,8,19/04/2012 21:58,
2014,9,19/04/2012 22:03,
2014,6,19/04/2012 22:50,
2024,1,19/04/2012 22:50,
2024,8,19/04/2012 23:22,
2024,9,19/04/2012 23:36,
2024,6,20/04/2012 15:04,
2025,1,20/04/2012 15:04,
2025,8,20/04/2012 15:39,
2025,6,20/04/2012 15:39,
2025,6,20/04/2012 16:41,
2026,1,20/04/2012 16:42,
2026,8,20/04/2012 17:35,
2026,6,20/04/2012 17:36,
2027,1,20/04/2012 17:50,
2027,8,20/04/2012 18:01,
2027,9,20/04/2012 18:11,
2027,6,20/04/2012 18:13,
2029,1,20/04/2012 18:15,
2029,8,20/04/2012 18:16,
2029,6,20/04/2012 18:18,
2030,1,20/04/2012 18:41,
2030,8,20/04/2012 18:42,
2030,6,20/04/2012 18:42,
2032,1,20/04/2012 18:47,
2032,8,20/04/2012 18:54,
2032,6,20/04/2012 18:54,
2034,1,20/04/2012 18:57,
2034,8,20/04/2012 19:01,
2034,6,20/04/2012 19:05,
2039,1,20/04/2012 19:55,
2039,8,20/04/2012 19:55,
2039,6,20/04/2012 20:01,
2043,1,20/04/2012 21:23,
2043,8,20/04/2012 21:26,
2043,6,20/04/2012 21:26,
2046,1,20/04/2012 21:48,
2046,8,20/04/2012 22:03,
2046,6,20/04/2012 22:03,
2047,1,20/04/2012 23:29,
2047,8,23/04/2012 15:20,
2047,6,23/04/2012 15:37,
2049,1,23/04/2012 15:44,
2049,6,23/04/2012 16:11,
2060,1,23/04/2012 16:24,
2060,8,23/04/2012 17:06,
2060,6,23/04/2012 17:09,
2061,1,23/04/2012 17:14,
2061,8,23/04/2012 17:16,
2061,6,23/04/2012 18:03,
2063,1,23/04/2012 18:07,
2063,8,23/04/2012 18:16,
2063,6,23/04/2012 18:34,
2070,1,23/04/2012 18:38,
2070,8,23/04/2012 18:38,
2070,9,23/04/2012 22:32,
2070,6,23/04/2012 23:07,
2073,1,23/04/2012 23:22,
2073,8,23/04/2012 23:27,
2073,9,23/04/2012 23:30,
2073,6,23/04/2012 23:34,
2074,1,23/04/2012 23:42,
2074,8,23/04/2012 23:43,
2074,6,24/04/2012 15:43,
2078,1,24/04/2012 15:51,
2078,9,24/04/2012 16:05,
2078,8,24/04/2012 16:13,
2078,6,24/04/2012 16:13,
2080,1,24/04/2012 17:25,
2080,8,24/04/2012 17:40,
2080,8,24/04/2012 18:22,
2080,6,24/04/2012 18:50,
2084,1,24/04/2012 20:13,
2084,8,24/04/2012 20:20,
2084,6,24/04/2012 20:35,
2085,1,24/04/2012 20:36,
2085,8,24/04/2012 21:15,
2085,6,24/04/2012 21:22,
2085,6,24/04/2012 21:28,
2090,8,24/04/2012 22:03,
2090,9,24/04/2012 22:05,
2090,6,24/04/2012 22:07,
2095,1,24/04/2012 23:31,
2095,8,24/04/2012 23:48,
2095,6,26/04/2012 16:09,
2096,1,26/04/2012 16:27,
2096,8,26/04/2012 16:37,
2096,6,26/04/2012 17:28,
2097,1,26/04/2012 18:14,
2097,8,26/04/2012 18:51,
2097,6,26/04/2012 18:55,
2100,1,26/04/2012 18:56,
2100,8,26/04/2012 20:19,
2100,6,26/04/2012 20:46,
2116,1,26/04/2012 20:49,
2116,8,26/04/2012 20:49,
2116,6,26/04/2012 21:02,
2128,1,26/04/2012 21:03,
2128,8,26/04/2012 21:05,
2128,6,26/04/2012 21:06,
2128,6,26/04/2012 21:07,
2130,1,26/04/2012 23:04,
2130,8,26/04/2012 23:59,
2130,6,27/04/2012 00:30,
2139,1,27/04/2012 15:46,
2139,8,27/04/2012 15:47,
2139,4,27/04/2012 16:00,
2139,8,27/04/2012 16:02,
2139,9,27/04/2012 16:02,
2139,6,27/04/2012 16:13,
2140,1,27/04/2012 16:32,
2140,8,27/04/2012 17:54,
2140,6,27/04/2012 18:48,
2148,1,27/04/2012 22:29,
2148,8,27/04/2012 22:43,
2148,6,30/04/2012 15:20,
2148,6,30/04/2012 18:02,
2150,1,30/04/2012 18:05,
2150,8,30/04/2012 20:03,
2150,6,30/04/2012 20:06,
2160,1,30/04/2012 20:08,
2160,8,30/04/2012 21:27,
2160,6,30/04/2012 21:28,
2164,1,30/04/2012 21:32,
2164,8,30/04/2012 21:33,
2164,6,30/04/2012 22:02,
2167,1,02/05/2012 15:17,
2167,8,02/05/2012 15:39,
2167,6,02/05/2012 15:50,
2171,1,02/05/2012 16:20,
2171,8,02/05/2012 17:10,
2171,6,02/05/2012 17:19,
2174,1,02/05/2012 17:32,
2174,8,02/05/2012 18:01,
2174,6,02/05/2012 18:41,
2187,1,02/05/2012 18:44,
2187,8,02/05/2012 18:44,
2187,6,02/05/2012 20:09,
2188,1,02/05/2012 20:29,
2188,8,02/05/2012 20:33,
2188,6,02/05/2012 20:43,
2193,1,02/05/2012 21:08,
2193,8,02/05/2012 21:45,
2193,6,02/05/2012 21:49,
2194,1,02/05/2012 21:51,
2194,6,02/05/2012 22:15,
2200,1,02/05/2012 23:54,
2200,8,03/05/2012 00:03,
2200,6,03/05/2012 00:03,
2202,1,03/05/2012 15:51,
2202,8,03/05/2012 15:59,
2202,6,03/05/2012 15:59,
2214,1,03/05/2012 16:00,
2214,8,03/05/2012 16:00,
2214,6,03/05/2012 16:00,
2220,1,03/05/2012 16:01,
2220,8,03/05/2012 16:21,
2220,6,03/05/2012 16:50,
2224,1,03/05/2012 16:50,
2224,8,03/05/2012 17:33,
2224,6,03/05/2012 17:54,
2225,1,03/05/2012 17:57,
2225,1,03/05/2012 18:11,
2225,8,03/05/2012 18:35,
2225,6,03/05/2012 20:22,
2226,1,03/05/2012 20:23,
2226,8,03/05/2012 20:46,
2226,6,03/05/2012 21:09,
2227,1,03/05/2012 21:21,
2227,6,03/05/2012 22:34,
2227,6,03/05/2012 22:37,
2240,1,03/05/2012 22:59,
2240,8,03/05/2012 22:59,
2240,6,03/05/2012 23:34,
2241,1,03/05/2012 23:47,
2241,8,03/05/2012 23:51,
2241,9,04/05/2012 00:20,
2241,6,04/05/2012 15:07,
2242,1,04/05/2012 15:07,
2242,8,04/05/2012 15:36,
2242,6,04/05/2012 16:14,
2244,1,04/05/2012 16:28,
2244,8,04/05/2012 16:31,
2244,9,04/05/2012 16:55,
2244,6,04/05/2012 17:25,
2247,1,04/05/2012 17:28,
2247,8,04/05/2012 17:32,
2247,6,04/05/2012 17:51,
2250,1,04/05/2012 17:52,
2250,9,04/05/2012 18:39,
2250,6,04/05/2012 18:53,
2252,1,04/05/2012 22:01,
2252,8,04/05/2012 23:23,
2252,6,04/05/2012 23:26,
2255,1,04/05/2012 23:34,
2255,8,04/05/2012 23:49,
2255,6,04/05/2012 23:56,
2258,1,04/05/2012 23:58,
2258,8,04/05/2012 23:59,
2259,1,07/05/2012 14:59,
2259,8,07/05/2012 15:01,
2259,6,07/05/2012 15:26,
2261,1,07/05/2012 15:41,
2261,8,07/05/2012 16:10,
2261,6,07/05/2012 16:24,
2262,1,07/05/2012 16:25,
2262,8,07/05/2012 16:35,
2262,6,07/05/2012 16:53,
2273,1,07/05/2012 16:54,
2273,8,07/05/2012 17:03,
2273,6,07/05/2012 17:04,
2277,1,07/05/2012 17:48,
2277,8,07/05/2012 17:48,
2277,6,07/05/2012 18:19,
2286,1,07/05/2012 18:20,
2286,8,07/05/2012 18:24,
2286,6,07/05/2012 18:30,
2293,1,07/05/2012 18:32,
2293,8,07/05/2012 18:36,
2293,6,07/05/2012 18:50,
2293,6,07/05/2012 20:19,
2296,1,07/05/2012 20:19,
2296,8,07/05/2012 21:00,
2296,6,07/05/2012 21:49,
2303,1,07/05/2012 21:53,
2303,8,07/05/2012 21:57,
2303,6,07/05/2012 22:59,
2313,1,07/05/2012 23:01,
2313,8,07/05/2012 23:12,
2313,6,07/05/2012 23:16,
2317,1,07/05/2012 23:23,
2317,8,08/05/2012 15:05,
2317,6,08/05/2012 15:08,
2318,1,08/05/2012 15:08,
2318,8,08/05/2012 15:14,
2318,9,08/05/2012 15:14,
2318,9,08/05/2012 15:20,
2318,9,08/05/2012 15:20,
2318,6,08/05/2012 15:40,
2323,1,08/05/2012 16:05,
2323,8,08/05/2012 16:13,
2323,6,08/05/2012 16:34,
2326,1,08/05/2012 16:37,
2326,8,08/05/2012 17:17,
2326,9,08/05/2012 17:18,
2326,6,08/05/2012 17:18,
2342,1,08/05/2012 18:11,
2342,8,08/05/2012 18:11,
2342,9,08/05/2012 18:53,
2342,9,08/05/2012 19:00,
2342,6,08/05/2012 19:16,
2344,1,08/05/2012 20:31,
2344,8,08/05/2012 20:53,
2344,6,08/05/2012 21:59,
2347,1,08/05/2012 22:04,
2347,6,08/05/2012 22:08,
2350,1,08/05/2012 22:08,
2350,8,08/05/2012 23:06,
2350,6,08/05/2012 23:36,
2350,8,09/05/2012 00:05,
2350,6,09/05/2012 00:11,
2357,1,09/05/2012 00:12,
2357,6,09/05/2012 00:12,
2358,1,09/05/2012 15:05,
2358,8,09/05/2012 15:06,
2358,6,09/05/2012 15:15,
2365,1,09/05/2012 15:19,
2365,8,09/05/2012 15:22,
2365,6,09/05/2012 16:24,
2366,1,09/05/2012 16:41,
2366,8,09/05/2012 16:41,
2366,9,09/05/2012 16:57,
2366,6,09/05/2012 16:57,
2367,1,09/05/2012 17:17,
2367,8,09/05/2012 17:18,
2367,6,09/05/2012 17:25,
2374,1,09/05/2012 17:31,
2374,8,09/05/2012 18:06,
2374,6,09/05/2012 18:43,
2380,1,09/05/2012 18:56,
2380,8,09/05/2012 21:22,
2380,9,09/05/2012 21:23,
2380,8,09/05/2012 21:29,
2380,6,09/05/2012 21:40,
2382,1,09/05/2012 22:02,
2382,8,09/05/2012 22:13,
2382,2,09/05/2012 22:13,
2382,6,09/05/2012 22:23,
2386,1,09/05/2012 22:29,
2386,8,09/05/2012 22:37,
2386,6,09/05/2012 23:39,
2388,1,10/05/2012 00:06,
2388,8,10/05/2012 15:15,
2388,6,10/05/2012 15:16,
2390,1,10/05/2012 15:25,
2390,8,10/05/2012 15:25,
2390,6,10/05/2012 15:35,
2394,1,10/05/2012 16:20,
2394,8,10/05/2012 16:22,
2394,6,10/05/2012 16:22,
2397,1,10/05/2012 16:26,
2397,8,10/05/2012 16:27,
2397,6,10/05/2012 16:27,
2403,1,10/05/2012 16:50,
2403,8,10/05/2012 16:59,
2403,6,10/05/2012 17:02,
2409,1,10/05/2012 17:07,
2409,6,10/05/2012 17:19,
2409,6,10/05/2012 18:02,
2415,1,10/05/2012 18:03,
2415,8,10/05/2012 18:18,
2415,6,10/05/2012 18:34,
2419,1,10/05/2012 20:22,
2419,8,10/05/2012 20:36,
2419,9,10/05/2012 21:06,
2419,6,10/05/2012 21:11,
2421,1,10/05/2012 21:13,
2421,8,10/05/2012 21:16,
2421,6,10/05/2012 21:52,
2429,1,10/05/2012 22:58,
2429,8,10/05/2012 23:53,
2429,9,10/05/2012 23:55,
2429,6,11/05/2012 15:28,
2429,6,11/05/2012 15:50,
2431,1,11/05/2012 16:26,
2431,8,11/05/2012 16:51,
2431,6,11/05/2012 18:14,
2440,1,11/05/2012 19:01,
2440,8,11/05/2012 20:07,
2440,6,11/05/2012 20:08,
2449,1,11/05/2012 20:14,
2449,8,11/05/2012 20:54,
2449,6,11/05/2012 21:51,
2454,1,11/05/2012 22:57,
2454,8,11/05/2012 23:26,
2454,9,11/05/2012 23:41,
2454,6,11/05/2012 23:42,
2455,1,11/05/2012 23:49,
2455,8,11/05/2012 23:50,
2455,9,14/05/2012 15:24,
2455,6,14/05/2012 16:44,
2461,1,14/05/2012 16:44,
2461,8,14/05/2012 17:34,
2461,6,14/05/2012 17:35,
2462,1,14/05/2012 18:02,
2462,8,14/05/2012 19:21,
2462,6,14/05/2012 20:10,
2462,6,14/05/2012 20:36,
2472,1,14/05/2012 20:39,
2472,8,14/05/2012 20:39,
2472,6,14/05/2012 20:54,
2474,1,14/05/2012 20:59,
2474,8,14/05/2012 20:59,
2474,6,14/05/2012 21:04,
2477,1,14/05/2012 21:05,
2477,8,14/05/2012 21:05,
2477,6,14/05/2012 21:06,
2479,1,14/05/2012 21:28,
2479,6,14/05/2012 21:28,
2482,1,14/05/2012 21:31,
2482,8,14/05/2012 22:35,
2482,6,14/05/2012 22:36,
2484,1,14/05/2012 22:37,
2484,8,14/05/2012 22:48,
2484,6,14/05/2012 22:49,
2485,1,14/05/2012 22:53,
2485,8,14/05/2012 23:05,
2485,6,14/05/2012 23:09,
2487,1,14/05/2012 23:13,
2487,8,14/05/2012 23:13,
2487,6,14/05/2012 23:24,
2489,1,14/05/2012 23:58,
2489,8,15/05/2012 15:02,
2489,6,15/05/2012 15:07,
2491,1,15/05/2012 15:08,
2491,8,15/05/2012 15:16,
2491,6,15/05/2012 15:21,
2493,1,15/05/2012 15:30,
2493,8,15/05/2012 15:34,
2493,6,15/05/2012 15:41,
2497,1,15/05/2012 15:52,
2497,8,15/05/2012 15:56,
2497,6,15/05/2012 16:01,
2504,1,15/05/2012 16:02,
2504,8,15/05/2012 16:06,
2504,9,15/05/2012 16:09,
2504,6,15/05/2012 16:09,
2511,1,15/05/2012 16:12,
2511,8,15/05/2012 16:13,
2511,6,15/05/2012 16:29,
2516,1,15/05/2012 16:33,
2516,8,15/05/2012 16:39,
2516,6,15/05/2012 16:39,
2518,1,15/05/2012 16:49,
2518,8,15/05/2012 17:08,
2518,9,15/05/2012 17:08,
2518,6,15/05/2012 17:31,
2521,1,15/05/2012 17:50,
2521,8,15/05/2012 18:01,
2521,6,15/05/2012 20:31,
2528,1,15/05/2012 20:31,
2528,8,15/05/2012 20:35,
2528,6,15/05/2012 20:39,
2532,1,15/05/2012 21:07,
2532,8,15/05/2012 21:09,
2532,6,15/05/2012 21:59,
2533,1,15/05/2012 23:01,
2533,8,15/05/2012 23:03,
2533,6,15/05/2012 23:04,
2534,1,15/05/2012 23:07,
2534,8,15/05/2012 23:23,
2534,6,15/05/2012 23:24,
2535,1,15/05/2012 23:30,
2535,8,15/05/2012 23:34,
2535,6,15/05/2012 23:34,
2536,1,15/05/2012 23:46,
2536,8,16/05/2012 00:11,
2536,6,16/05/2012 15:06,
2538,1,16/05/2012 15:08,
2538,8,16/05/2012 15:35,
2538,8,16/05/2012 15:38,
2538,9,16/05/2012 15:48,
2538,6,16/05/2012 16:04,
2539,1,16/05/2012 16:26,
2539,8,16/05/2012 16:39,
2539,6,16/05/2012 18:59,
2542,1,16/05/2012 20:44,
2542,8,16/05/2012 20:44,
2542,6,16/05/2012 20:56,
2546,1,16/05/2012 21:02,
2546,8,16/05/2012 21:20,
2546,6,16/05/2012 21:27,
2549,1,16/05/2012 21:52,
2549,8,16/05/2012 21:56,
2549,6,16/05/2012 22:02,
2551,1,16/05/2012 23:07,
2551,8,16/05/2012 23:11,
2551,6,16/05/2012 23:13,
2554,1,16/05/2012 23:57,
2554,8,17/05/2012 15:21,
2554,6,17/05/2012 15:35,
2556,1,17/05/2012 15:36,
2556,8,17/05/2012 15:46,
2556,6,17/05/2012 15:47,
2566,1,17/05/2012 17:20,
2566,8,17/05/2012 17:52,
2566,6,17/05/2012 17:55,
2572,1,17/05/2012 17:56,
2572,8,17/05/2012 20:05,
2572,2,17/05/2012 20:38,
2572,8,17/05/2012 22:28,
2572,9,17/05/2012 22:34,
2572,6,17/05/2012 23:07,
2573,1,17/05/2012 23:26,
2573,8,17/05/2012 23:53,
2573,6,18/05/2012 14:58,
2575,1,18/05/2012 15:06,
2575,8,18/05/2012 15:07,
2575,9,18/05/2012 15:09,
2575,6,18/05/2012 15:09,
2576,1,18/05/2012 15:18,
2576,8,18/05/2012 15:20,
2576,9,18/05/2012 15:32,
2576,6,18/05/2012 15:53,
2579,1,18/05/2012 16:25,
2579,6,18/05/2012 16:27,
2580,1,18/05/2012 17:33,
2580,8,18/05/2012 17:39,
2580,6,18/05/2012 17:46,
2582,1,18/05/2012 17:48,
2582,8,18/05/2012 17:50,
2582,6,18/05/2012 20:02,
2584,1,18/05/2012 20:08,
2584,8,18/05/2012 20:11,
2584,9,18/05/2012 20:11,
2584,8,18/05/2012 20:25,
2584,6,18/05/2012 20:33,
2586,1,18/05/2012 21:13,
2586,8,18/05/2012 21:34,
2586,6,18/05/2012 21:34,
2592,1,18/05/2012 22:22,
2592,8,18/05/2012 22:23,
2592,6,18/05/2012 22:23,
2595,1,18/05/2012 22:24,
2595,8,18/05/2012 22:24,
2595,6,18/05/2012 22:28,
2600,1,18/05/2012 22:28,
2600,8,18/05/2012 23:07,
2600,6,18/05/2012 23:26,
2602,1,18/05/2012 23:27,
2602,8,18/05/2012 23:27,
2602,6,21/05/2012 15:13,
2603,1,21/05/2012 15:18,
2603,8,21/05/2012 15:19,
2603,6,21/05/2012 15:22,
2606,1,21/05/2012 15:26,
2606,8,21/05/2012 15:29,
2606,9,21/05/2012 15:55,
2606,6,21/05/2012 16:06,
2607,1,21/05/2012 16:06,
2607,8,21/05/2012 16:22,
2607,6,21/05/2012 16:22,
2609,1,21/05/2012 16:27,
2609,8,21/05/2012 19:01,
2609,9,21/05/2012 19:08,
2609,6,21/05/2012 21:13,
2612,1,21/05/2012 21:13,
2612,8,21/05/2012 21:18,
2612,9,21/05/2012 21:40,
2612,6,21/05/2012 21:56,
2615,1,21/05/2012 21:58,
2615,8,21/05/2012 22:03,
2615,6,21/05/2012 22:47,
2617,1,21/05/2012 23:16,
2617,8,21/05/2012 23:18,
2617,6,21/05/2012 23:31,
2623,1,21/05/2012 23:31,
2623,8,21/05/2012 23:39,
2623,9,22/05/2012 15:02,
2623,8,22/05/2012 15:08,
2623,9,22/05/2012 15:11,
2623,6,22/05/2012 15:13,
2626,1,22/05/2012 15:14,
2626,8,22/05/2012 15:23,
2626,6,22/05/2012 15:25,
2628,1,22/05/2012 15:27,
2628,8,22/05/2012 15:34,
2628,9,22/05/2012 15:50,
2628,6,22/05/2012 15:50,
2630,1,22/05/2012 15:53,
2630,8,22/05/2012 17:47,
2630,6,22/05/2012 17:49,
2634,1,22/05/2012 21:37,
2634,8,22/05/2012 22:03,
2634,6,22/05/2012 22:20,
2637,1,22/05/2012 22:46,
2637,8,22/05/2012 22:58,
2637,6,22/05/2012 23:08,
2641,1,22/05/2012 23:24,
2641,8,22/05/2012 23:43,
2641,9,23/05/2012 15:17,
2641,6,23/05/2012 15:18,
2642,1,23/05/2012 15:19,
2642,6,23/05/2012 15:21,
2648,1,23/05/2012 15:56,
2648,8,23/05/2012 15:57,
2648,6,23/05/2012 16:06,
2663,1,23/05/2012 16:08,
2663,8,23/05/2012 16:10,
2663,6,23/05/2012 16:10,
2669,1,23/05/2012 16:22,
2669,8,23/05/2012 16:27,
2669,6,23/05/2012 16:35,
2669,8,23/05/2012 16:41,
2669,6,23/05/2012 16:58,
2669,6,23/05/2012 17:22,
2672,1,23/05/2012 17:23,
2672,8,23/05/2012 17:23,
2672,6,23/05/2012 18:00,
2684,1,23/05/2012 18:05,
2684,1,23/05/2012 18:06,
2684,1,23/05/2012 18:07,
2684,8,23/05/2012 18:10,
2684,6,23/05/2012 18:55,
2687,1,23/05/2012 20:08,
2687,8,23/05/2012 20:18,
2687,6,23/05/2012 20:47,
2688,1,23/05/2012 22:20,
2688,8,23/05/2012 22:24,
2688,9,23/05/2012 22:47,
2688,6,23/05/2012 23:46,
2689,1,24/05/2012 01:04,
2689,8,24/05/2012 15:54,
2689,6,24/05/2012 16:27,
2690,1,24/05/2012 16:29,
2690,8,24/05/2012 16:29,
2690,6,24/05/2012 17:25,
2691,1,24/05/2012 17:29,
2691,8,24/05/2012 17:32,
2691,9,24/05/2012 17:35,
2691,6,24/05/2012 17:42,
2697,1,24/05/2012 17:58,
2697,8,24/05/2012 18:00,
2697,6,24/05/2012 18:00,
2705,1,24/05/2012 18:19,
2705,8,24/05/2012 18:38,
2705,6,24/05/2012 18:43,
2711,1,24/05/2012 19:20,
2711,8,24/05/2012 20:34,
2711,6,24/05/2012 21:01,
2713,1,24/05/2012 22:08,
2713,8,24/05/2012 23:17,
2713,9,24/05/2012 23:18,
2713,6,24/05/2012 23:19,
2714,1,24/05/2012 23:21,
2714,8,24/05/2012 23:25,
2714,6,24/05/2012 23:27,
2719,1,24/05/2012 23:39,
2719,8,24/05/2012 23:40,
2719,9,24/05/2012 23:42,
2719,6,24/05/2012 23:43,
2723,1,24/05/2012 23:51,
2723,8,25/05/2012 15:13,
2723,6,25/05/2012 15:35,
2723,8,25/05/2012 15:35,
2723,6,25/05/2012 15:42,
2727,1,25/05/2012 16:09,
2727,8,25/05/2012 16:11,
2727,9,25/05/2012 16:12,
2727,8,25/05/2012 16:51,
2727,6,25/05/2012 17:08,
2729,1,25/05/2012 17:15,
2729,8,25/05/2012 17:42,
2729,9,25/05/2012 18:37,
2729,6,25/05/2012 18:42,
2739,1,25/05/2012 18:42,
2739,8,25/05/2012 20:30,
2739,9,25/05/2012 20:31,
2739,6,25/05/2012 20:31,
2750,1,25/05/2012 20:49,
2750,8,25/05/2012 20:55,
2750,6,25/05/2012 21:19,
2753,8,25/05/2012 21:19,
2753,9,25/05/2012 21:20,
2753,6,25/05/2012 22:02,
2757,1,25/05/2012 22:24,
2761,1,28/05/2012 15:00,
2761,8,28/05/2012 15:03,
2761,6,28/05/2012 15:04,
2764,1,28/05/2012 15:05,
2764,8,28/05/2012 15:36,
2764,9,28/05/2012 16:11,
2764,6,28/05/2012 16:22,
2764,6,28/05/2012 16:26,
2772,1,28/05/2012 16:35,
2772,8,28/05/2012 18:22,
2772,6,28/05/2012 20:28,
2779,1,28/05/2012 21:11,
2779,8,28/05/2012 22:20,
2779,6,28/05/2012 22:21,
2787,1,28/05/2012 22:31,
2787,8,28/05/2012 22:36,
2787,6,28/05/2012 22:40,
2789,1,28/05/2012 22:41,
2789,8,28/05/2012 22:55,
2789,6,28/05/2012 23:06,
2791,1,28/05/2012 23:06,
2791,8,28/05/2012 23:21,
2791,6,28/05/2012 23:41,
2792,1,29/05/2012 15:03,
2792,8,29/05/2012 15:04,
2792,6,29/05/2012 15:07,
2792,6,29/05/2012 15:08,
2795,1,29/05/2012 15:45,
2795,8,29/05/2012 16:06,
2795,9,29/05/2012 16:40,
2795,6,29/05/2012 18:20,
2796,1,29/05/2012 18:21,
2796,8,29/05/2012 18:27,
2796,6,29/05/2012 18:31,
2799,1,29/05/2012 18:44,
2799,8,29/05/2012 20:45,
2799,6,29/05/2012 20:46,
2800,1,29/05/2012 20:48,
2800,8,29/05/2012 20:48,
2800,6,29/05/2012 21:05,
2801,1,29/05/2012 21:37,
2801,8,29/05/2012 23:04,
2801,9,29/05/2012 23:20,
2801,8,29/05/2012 23:22,
2801,6,29/05/2012 23:38,
2803,1,29/05/2012 23:38,
2803,8,29/05/2012 23:40,
2803,6,30/05/2012 00:01,
2821,1,30/05/2012 15:08,
2821,8,30/05/2012 15:16,
2821,6,30/05/2012 15:20,
2823,1,30/05/2012 16:15,
2823,8,30/05/2012 16:18,
2823,6,30/05/2012 17:18,
2830,1,30/05/2012 17:43,
2830,8,30/05/2012 18:44,
2830,6,30/05/2012 18:47,
2831,1,30/05/2012 18:48,
2831,8,30/05/2012 18:50,
2831,6,30/05/2012 19:01,
2833,1,30/05/2012 20:59,
2833,8,30/05/2012 21:25,
2833,9,30/05/2012 21:30,
2833,6,30/05/2012 21:41,
2836,1,30/05/2012 22:02,
2836,8,30/05/2012 22:02,
2836,6,30/05/2012 22:02,
2840,1,30/05/2012 22:02,
2840,8,30/05/2012 22:07,
2840,6,30/05/2012 22:23,
2841,1,30/05/2012 22:23,
2841,8,30/05/2012 22:35,
2841,6,30/05/2012 22:46,
2841,6,30/05/2012 22:50,
2844,1,30/05/2012 23:32,
2844,8,30/05/2012 23:38,
2844,6,31/05/2012 14:59,
2846,1,31/05/2012 15:13,
2846,8,31/05/2012 15:13,
2846,9,31/05/2012 15:46,
2846,6,31/05/2012 15:50,
2847,1,31/05/2012 15:50,
2847,8,31/05/2012 15:51,
2847,6,31/05/2012 15:58,
2854,1,31/05/2012 16:02,
2854,8,31/05/2012 16:04,
2854,6,31/05/2012 16:15,
2870,1,31/05/2012 16:24,
2870,8,31/05/2012 16:32,
2870,6,31/05/2012 16:32,
2875,1,31/05/2012 16:34,
2875,8,31/05/2012 16:49,
2875,9,31/05/2012 17:19,
2875,6,31/05/2012 17:25,
2876,1,31/05/2012 18:43,
2876,8,31/05/2012 20:12,
2876,6,31/05/2012 20:46,
2880,1,31/05/2012 20:47,
2880,8,31/05/2012 21:11,
2880,6,31/05/2012 21:18,
2883,1,31/05/2012 21:28,
2883,8,31/05/2012 22:44,
2883,6,31/05/2012 22:59,
2885,1,31/05/2012 23:27,
2885,8,31/05/2012 23:32,
2885,6,01/06/2012 00:25,
2886,1,01/06/2012 00:26,
2886,8,01/06/2012 15:02,
2886,6,01/06/2012 15:10,
2898,1,01/06/2012 15:11,
2898,8,01/06/2012 15:27,
2898,6,01/06/2012 15:31,
2898,8,01/06/2012 15:55,
2898,6,01/06/2012 16:18,
2899,1,01/06/2012 16:26,
2899,8,01/06/2012 17:11,
2899,6,01/06/2012 17:39,
2903,1,01/06/2012 17:39,
2903,8,01/06/2012 18:23,
2903,6,01/06/2012 18:32,
2904,1,01/06/2012 18:33,
2904,8,01/06/2012 18:38,
2904,9,01/06/2012 18:40,
2904,6,01/06/2012 18:41,
2904,6,01/06/2012 20:07,
2906,1,01/06/2012 20:40,
2906,8,01/06/2012 20:43,
2906,6,01/06/2012 20:48,
2907,1,01/06/2012 20:48,
2907,8,01/06/2012 21:00,
2907,6,01/06/2012 21:06,
2908,1,01/06/2012 21:07,
2908,8,01/06/2012 21:33,
2911,1,04/06/2012 15:52,
2911,8,04/06/2012 15:55,
2911,6,04/06/2012 15:56,
2913,1,04/06/2012 15:57,
2913,8,04/06/2012 16:19,
2913,6,04/06/2012 16:58,
2917,1,04/06/2012 16:59,
2917,8,04/06/2012 17:46,
2917,6,04/06/2012 17:46,
2917,6,04/06/2012 17:52,
2929,1,04/06/2012 18:49,
2929,8,04/06/2012 18:49,
2929,6,04/06/2012 18:49,
2930,1,04/06/2012 18:55,
2930,8,04/06/2012 18:55,
2930,6,04/06/2012 18:55,
2946,1,04/06/2012 20:10,
2946,8,04/06/2012 20:36,
2946,9,04/06/2012 21:18,
2946,6,04/06/2012 21:30,
2958,1,04/06/2012 22:40,
2958,8,04/06/2012 22:55,
2958,6,05/06/2012 14:58,
2960,1,05/06/2012 15:15,
2960,8,05/06/2012 15:32,
2960,6,05/06/2012 15:36,
2961,1,05/06/2012 15:51,
2961,8,05/06/2012 17:50,
2961,6,05/06/2012 17:50,
2969,1,05/06/2012 18:05,
2969,8,05/06/2012 18:31,
2969,6,05/06/2012 18:31,
2973,1,05/06/2012 20:16,
2973,8,05/06/2012 20:21,
2973,6,05/06/2012 20:23,
2974,1,05/06/2012 20:53,
2974,8,05/06/2012 20:57,
2974,6,05/06/2012 21:12,
2977,1,05/06/2012 21:12,
