case,activity,time
Case 266,Packing,2012-02-20T00:00:00Z
Case 266,Final Inspection Q.C.,2012-02-22T13:20:00Z
Case 266,Final Inspection Q.C.,2012-02-22T14:20:00Z
Case 266,Final Inspection Q.C.,2012-02-22T14:50:00Z
Case 266,Final Inspection Q.C.,2012-02-22T15:10:00Z
Case 266,Final Inspection Q.C.,2012-02-22T15:30:00Z
Case 266,Final Inspection Q.C.,2012-02-22T15:50:00Z
Case 266,Grinding Rework - Machine 27,2012-03-05T20:24:00Z
Case 266,Grinding Rework - Machine 27,2012-03-06T07:06:00Z
Case 266,Final Inspection Q.C.,2012-03-18T08:00:00Z
Case 266,Final Inspection Q.C.,2012-03-18T09:00:00Z
Case 266,Grinding Rework - Machine 27,2012-03-18T11:24:00Z
Case 266,Packing,2012-03-19T00:00:00Z
Case 266,Final Inspection Q.C.,2012-03-19T08:00:00Z
Case 266,Packing,2012-03-21T00:00:00Z
Case 266,Turning & Milling Q.C.,2012-03-30T00:00:00Z
Case 271,Turning & Milling - Machine 5,2012-01-02T20:00:00Z
Case 271,Turning & Milling - Machine 5,2012-01-02T20:19:00Z
Case 271,Turning & Milling - Machine 5,2012-01-02T23:00:00Z
Case 271,Turning & Milling - Machine 5,2012-01-03T07:05:00Z
Case 271,Turning & Milling Q.C.,2012-01-03T07:24:00Z
Case 271,Turning & Milling - Machine 5,2012-01-03T20:01:00Z
Case 271,Turning & Milling Q.C.,2012-01-04T00:00:00Z
Case 271,Turning & Milling Q.C.,2012-01-04T07:00:00Z
Case 271,Turning & Milling - Machine 5,2012-01-04T07:15:00Z
Case 271,Laser Marking - Machine 7,2012-01-04T15:27:00Z
Case 271,Turning & Milling Q.C.,2012-01-04T15:41:00Z
Case 271,Turning & Milling - Machine 5,2012-01-04T15:44:00Z
Case 271,Laser Marking - Machine 7,2012-01-04T21:25:00Z
Case 271,Lapping - Machine 1,2012-01-16T00:00:00Z
Case 271,Lapping - Machine 1,2012-01-16T00:00:00Z
Case 271,Grinding Rework,2012-01-16T10:10:00Z
Case 271,Lapping - Machine 1,2012-01-16T12:13:00Z
Case 271,Lapping - Machine 1,2012-01-16T14:50:00Z
Case 271,Lapping - Machine 1,2012-01-17T09:07:00Z
Case 271,Grinding Rework,2012-01-17T11:45:00Z
Case 271,Lapping - Machine 1,2012-01-18T00:00:00Z
Case 271,Lapping - Machine 1,2012-01-18T07:40:00Z
Case 271,Grinding Rework,2012-01-18T11:02:00Z
Case 271,Lapping - Machine 1,2012-01-18T11:17:00Z
Case 271,Round Grinding - Machine 2,2012-01-19T15:04:00Z
Case 271,Round Grinding - Machine 2,2012-01-19T16:13:00Z
Case 271,Round Grinding - Machine 2,2012-01-19T21:11:00Z
Case 271,Lapping - Machine 1,2012-02-21T11:45:00Z
Case 271,Lapping - Machine 1,2012-02-22T00:00:00Z
Case 271,Round Grinding - Machine 3,2012-02-22T03:42:00Z
Case 271,Round Grinding - Machine 3,2012-02-22T05:12:00Z
Case 271,Round Grinding - Machine 3,2012-02-22T09:48:00Z
Case 271,Round Grinding - Machine 3,2012-02-22T20:03:00Z
Case 271,Round Grinding - Machine 3,2012-02-23T06:57:00Z
Case 271,Round Grinding - Machine 3,2012-02-23T11:11:00Z
Case 271,Round Grinding - Machine 3,2012-02-23T12:16:00Z
Case 271,Round Grinding - Machine 3,2012-02-23T22:16:00Z
Case 271,Round Grinding - Machine 3,2012-02-24T00:32:00Z
Case 271,Round Grinding - Machine 2,2012-02-24T06:57:00Z
Case 271,Round Grinding - Machine 3,2012-02-24T06:58:00Z
Case 271,Round Grinding - Machine 3,2012-02-25T22:05:00Z
Case 271,Round Grinding - Machine 3,2012-02-26T07:01:00Z
Case 271,Lapping - Machine 1,2012-02-26T07:58:00Z
Case 271,Round Grinding - Machine 3,2012-02-26T14:42:00Z
Case 271,Final Inspection Q.C.,2012-02-27T13:20:00Z
Case 271,Packing,2012-02-28T00:00:00Z
Case 271,Final Inspection Q.C.,2012-02-28T09:00:00Z
Case 271,Packing,2012-03-05T00:00:00Z
Case 271,Final Inspection Q.C.,2012-03-05T06:59:00Z
Case 271,Grinding Rework - Machine 27,2012-03-05T17:10:00Z
Case 271,Grinding Rework - Machine 27,2012-03-05T18:00:00Z
Case 271,Grinding Rework - Machine 27,2012-03-06T12:14:00Z
Case 271,Final Inspection Q.C.,2012-03-08T12:03:00Z
Case 271,Final Inspection Q.C.,2012-03-08T14:01:00Z
Case 271,Packing,2012-03-09T00:00:00Z
Case 271,Final Inspection Q.C.,2012-03-12T11:59:00Z
Case 271,Packing,2012-03-12T12:00:00Z
Case 271,Packing,2012-03-13T00:00:00Z
Case 271,Packing,2012-03-20T00:00:00Z
Case 277,Milling - Machine 16,2012-01-02T07:30:00Z
Case 277,Turning & Milling Q.C.,2012-01-03T00:00:00Z
Case 277,Lapping - Machine 1,2012-01-05T16:00:00Z
Case 277,Round Grinding - Manual,2012-01-05T17:00:00Z
Case 277,Round Grinding - Manual,2012-01-05T18:30:00Z
Case 277,Round Grinding - Manual,2012-01-08T06:50:00Z
Case 277,Lapping - Machine 1,2012-01-08T08:30:00Z
Case 277,Round Grinding - Manual,2012-01-08T09:03:00Z
Case 277,Round Grinding - Manual,2012-01-08T10:00:00Z
Case 277,Packing,2012-01-09T00:00:00Z
Case 277,Round Grinding - Manual,2012-01-09T06:54:00Z
Case 277,Final Inspection Q.C.,2012-01-09T07:00:00Z
Case 277,Round Grinding - Manual,2012-01-09T09:06:00Z
Case 277,Round Grinding - Manual,2012-01-09T12:03:00Z
Case 29,Turning & Milling - Machine 10,2012-02-14T21:24:00Z
Case 29,Turning & Milling - Machine 10,2012-02-16T11:40:00Z
Case 29,Turning & Milling - Machine 10,2012-02-17T10:32:00Z
Case 29,Turning & Milling - Machine 10,2012-02-17T12:50:00Z
Case 29,Turning & Milling - Machine 10,2012-02-18T07:00:00Z
Case 29,Turning & Milling - Machine 10,2012-02-19T01:23:00Z
Case 29,Turning & Milling Q.C.,2012-02-24T07:05:00Z
Case 29,Laser Marking - Machine 7,2012-02-26T09:17:00Z
Case 29,Turning & Milling - Machine 10,2012-02-27T00:00:00Z
Case 29,Turning & Milling - Machine 10,2012-02-27T00:00:00Z
Case 29,Lapping - Machine 1,2012-03-20T14:50:00Z
Case 29,Lapping - Machine 1,2012-03-21T10:10:00Z
Case 29,Lapping - Machine 1,2012-03-21T10:16:00Z
Case 29,Round Grinding - Machine 2,2012-03-22T11:51:00Z
Case 29,Round Grinding - Machine 2,2012-03-22T14:30:00Z
Case 29,Round Grinding - Machine 2,2012-03-22T16:20:00Z
Case 29,Round Grinding - Machine 2,2012-03-22T21:37:00Z
Case 29,Round Grinding - Machine 2,2012-03-23T07:16:00Z
Case 29,Round Grinding - Machine 2,2012-03-25T08:20:00Z
Case 29,Round Grinding - Machine 2,2012-03-25T11:23:00Z
Case 29,Final Inspection Q.C.,2012-03-28T10:21:00Z
Case 29,Packing,2012-03-29T00:00:00Z
Case 29,Final Inspection Q.C.,2012-03-29T11:24:00Z
Case 3,Turning & Milling - Machine 5,2012-01-29T07:24:00Z
Case 3,Turning & Milling Q.C.,2012-01-29T16:52:00Z
Case 3,Turning & Milling - Machine 4,2012-01-29T20:09:00Z
Case 3,Turning & Milling Q.C.,2012-01-30T07:00:00Z
Case 3,Laser Marking - Machine 7,2012-01-30T08:08:00Z
Case 3,Lapping - Machine 1,2012-02-14T12:42:00Z
Case 3,Round Grinding - Machine 3,2012-02-14T15:27:00Z
Case 3,Round Grinding - Machine 3,2012-02-14T16:00:00Z
Case 3,Round Grinding - Machine 3,2012-02-14T17:45:00Z
Case 3,Round Grinding - Machine 3,2012-02-14T21:34:00Z
Case 3,Round Grinding - Machine 3,2012-02-14T22:58:00Z
Case 3,Round Grinding - Machine 3,2012-02-14T23:47:00Z
Case 3,Final Inspection Q.C.,2012-02-16T08:22:00Z
Case 3,Final Inspection Q.C.,2012-02-16T11:15:00Z
Case 3,Packing,2012-02-17T00:00:00Z
Case 30,Turning & Milling - Machine 5,2012-02-29T07:00:00Z
Case 30,Turning & Milling Q.C.,2012-02-29T09:30:00Z
Case 30,Turning & Milling - Machine 5,2012-02-29T12:42:00Z
Case 30,Turning & Milling - Machine 5,2012-02-29T16:31:00Z
Case 30,Turning & Milling - Machine 5,2012-03-01T07:00:00Z
Case 30,Turning & Milling Q.C.,2012-03-01T14:25:00Z
Case 31,Turning & Milling - Machine 4,2012-02-07T06:50:00Z
Case 31,Turning & Milling - Machine 4,2012-02-07T11:15:00Z
Case 31,Turning & Milling - Machine 4,2012-02-07T14:18:00Z
Case 31,Turning & Milling - Machine 4,2012-02-07T20:07:00Z
Case 31,Turning & Milling Q.C.,2012-02-13T07:00:00Z
Case 31,Turning & Milling Q.C.,2012-02-13T09:00:00Z
Case 31,Laser Marking - Machine 7,2012-02-13T12:10:00Z
Case 31,Flat Grinding - Machine 11,2012-02-29T00:00:00Z
Case 31,Flat Grinding - Machine 11,2012-02-29T23:07:00Z
Case 31,Flat Grinding - Machine 11,2012-03-01T00:00:00Z
Case 31,Flat Grinding - Machine 11,2012-03-04T00:00:00Z
Case 31,Flat Grinding - Machine 11,2012-03-04T00:00:00Z
Case 31,Flat Grinding - Machine 11,2012-03-04T10:27:00Z
Case 31,Round Grinding - Machine 3,2012-03-04T15:56:00Z
Case 31,Round Grinding - Machine 3,2012-03-05T20:03:00Z
Case 31,Round Grinding - Machine 3,2012-03-05T22:48:00Z
Case 31,Round Grinding - Machine 3,2012-03-06T07:45:00Z
Case 31,Round Grinding - Machine 3,2012-03-06T15:50:00Z
Case 31,Lapping - Machine 1,2012-03-06T16:00:00Z
Case 31,Round Grinding - Machine 3,2012-03-06T20:02:00Z
Case 31,Lapping - Machine 1,2012-03-06T21:40:00Z
Case 31,Round Grinding - Machine 3,2012-03-06T22:30:00Z
Case 31,Round Grinding - Machine 3,2012-03-07T05:00:00Z
Case 31,Round Grinding - Machine 3,2012-03-07T07:00:00Z
Case 31,Final Inspection Q.C.,2012-03-13T14:56:00Z
Case 31,Laser Marking - Machine 7,2012-03-13T15:34:00Z
Case 31,Final Inspection Q.C.,2012-03-14T09:00:00Z
Case 31,Final Inspection Q.C.,2012-03-15T14:00:00Z
Case 35,Turning & Milling - Machine 5,2012-02-27T16:27:00Z
Case 35,Turning & Milling - Machine 5,2012-02-28T03:57:00Z
Case 35,Turning & Milling - Machine 5,2012-02-28T07:01:00Z
Case 35,Turning & Milling - Machine 5,2012-02-28T15:48:00Z
Case 35,Turning & Milling Q.C.,2012-02-29T11:30:00Z
Case 35,Turning & Milling Q.C.,2012-02-29T11:50:00Z
Case 35,Laser Marking - Machine 7,2012-02-29T15:11:00Z
Case 35,Lapping - Machine 1,2012-03-12T08:16:00Z
Case 35,Lapping - Machine 1,2012-03-21T16:05:00Z
Case 35,Round Grinding - Machine 2,2012-03-21T21:55:00Z
Case 35,Round Grinding - Machine 2,2012-03-22T01:10:00Z
Case 35,Round Grinding - Machine 2,2012-03-22T07:02:00Z
Case 35,Final Inspection Q.C.,2012-03-26T09:00:00Z
Case 35,Final Inspection Q.C.,2012-03-26T15:30:00Z
Case 35,Packing,2012-03-27T00:00:00Z
Case 35,Final Inspection Q.C.,2012-03-27T09:30:00Z
Case 36,Turning & Milling - Machine 5,2012-03-12T08:14:00Z
Case 36,Turning & Milling - Machine 5,2012-03-12T19:46:00Z
Case 36,Turning & Milling - Machine 4,2012-03-13T00:15:00Z
Case 36,Turning & Milling - Machine 5,2012-03-13T00:16:00Z
Case 36,Turning & Milling Q.C.,2012-03-13T06:50:00Z
Case 36,Turning & Milling - Machine 5,2012-03-13T07:25:00Z
Case 36,Turning & Milling - Machine 5,2012-03-13T14:56:00Z
Case 36,Turning & Milling - Machine 5,2012-03-13T17:55:00Z
Case 36,Turning & Milling - Machine 5,2012-03-13T20:16:00Z
Case 36,Turning & Milling Q.C.,2012-03-14T08:12:00Z
Case 36,Laser Marking - Machine 7,2012-03-14T09:43:00Z
Case 36,Lapping - Machine 1,2012-03-27T00:00:00Z
Case 36,Lapping - Machine 1,2012-03-27T16:05:00Z
Case 36,Round Grinding - Machine 2,2012-03-27T20:22:00Z
Case 36,Round Grinding - Machine 2,2012-03-27T23:41:00Z
Case 36,Round Grinding - Machine 2,2012-03-28T07:08:00Z
Case 36,Round Grinding - Machine 2,2012-03-28T13:03:00Z
Case 36,Round Grinding - Machine 2,2012-03-28T13:55:00Z
Case 36,Round Grinding - Machine 2,2012-03-28T20:18:00Z
Case 36,Round Grinding - Machine 2,2012-03-28T22:24:00Z
Case 36,Round Grinding - Machine 2,2012-03-29T21:09:00Z
Case 36,Grinding Rework - Machine 12,2012-03-29T22:20:00Z
Case 36,Grinding Rework - Machine 12,2012-03-30T07:00:00Z
Case 38,Turning & Milling - Machine 4,2012-02-01T11:29:00Z
Case 38,Turning & Milling - Machine 5,2012-02-01T16:02:00Z
Case 38,Turning & Milling - Machine 4,2012-02-01T19:46:00Z
Case 38,Turning & Milling - Machine 4,2012-02-01T21:18:00Z
Case 38,Turning & Milling - Machine 4,2012-02-01T22:57:00Z
Case 38,Turning & Milling - Machine 4,2012-02-01T23:39:00Z
Case 38,Turning & Milling - Machine 5,2012-02-02T08:08:00Z
Case 38,Turning & Milling - Machine 4,2012-02-02T08:09:00Z
Case 38,Turning & Milling - Machine 4,2012-02-02T09:23:00Z
Case 38,Turning & Milling - Machine 5,2012-02-02T16:14:00Z
Case 38,Turning & Milling - Machine 4,2012-02-02T19:47:00Z
Case 38,Turning & Milling Q.C.,2012-02-05T09:28:00Z
Case 38,Laser Marking - Machine 7,2012-02-06T08:20:00Z
Case 38,Lapping - Machine 1,2012-03-04T00:00:00Z
Case 38,Lapping - Machine 1,2012-03-04T11:34:00Z
Case 38,Round Grinding - Machine 3,2012-03-04T16:24:00Z
Case 38,Round Grinding - Machine 3,2012-03-04T20:26:00Z
Case 38,Round Grinding - Machine 3,2012-03-05T07:10:00Z
Case 38,Final Inspection Q.C.,2012-03-09T07:25:00Z
Case 38,Final Inspection Q.C.,2012-03-13T16:44:00Z
Case 38,Packing,2012-03-14T00:00:00Z
Case 38,Final Inspection Q.C.,2012-03-14T06:53:00Z
Case 38,Packing,2012-03-28T00:00:00Z
Case 38,Grinding Rework - Machine 27,2012-03-28T10:05:00Z
Case 38,Final Inspection Q.C.,2012-03-28T10:36:00Z
Case 4,SETUP     Turning & Milling - Machine 5,2012-03-14T01:58:00Z
Case 4,Turning & Milling - Machine 5,2012-03-14T09:25:00Z
Case 4,Turning & Milling Q.C.,2012-03-14T13:22:00Z
Case 4,Turning & Milling - Machine 5,2012-03-14T15:19:00Z
Case 4,Turning & Milling - Machine 5,2012-03-14T15:54:00Z
Case 4,Turning & Milling - Machine 5,2012-03-14T23:38:00Z
Case 4,Turning & Milling Q.C.,2012-03-15T08:15:00Z
Case 4,Laser Marking - Machine 7,2012-03-15T10:55:00Z
Case 4,Turning & Milling Q.C.,2012-03-15T11:02:00Z
Case 4,Laser Marking - Machine 7,2012-03-15T11:03:00Z
Case 48,Turning & Milling - Machine 4,2012-01-31T08:27:00Z
Case 48,Turning & Milling - Machine 4,2012-01-31T19:48:00Z
Case 48,Turning & Milling - Machine 4,2012-01-31T23:56:00Z
Case 48,Turning & Milling Q.C.,2012-02-01T07:00:00Z
Case 48,Turning & Milling - Machine 4,2012-02-01T09:00:00Z
Case 48,Turning & Milling Q.C.,2012-02-01T13:50:00Z
Case 48,Laser Marking - Machine 7,2012-02-01T14:56:00Z
Case 48,Lapping - Machine 1,2012-02-01T15:24:00Z
Case 48,Round Grinding - Manual,2012-02-01T18:18:00Z
Case 48,Round Grinding - Manual,2012-02-02T07:24:00Z
Case 48,Round Grinding - Manual,2012-02-02T19:02:00Z
Case 48,Round Grinding - Manual,2012-02-03T06:47:00Z
Case 48,Round Grinding - Machine 2,2012-02-03T09:51:00Z
Case 48,Round Grinding - Machine 2,2012-02-05T09:09:00Z
Case 48,Round Grinding - Manual,2012-02-05T09:11:00Z
Case 48,Round Grinding - Machine 2,2012-02-05T10:17:00Z
Case 48,Round Grinding - Machine 2,2012-02-05T14:04:00Z
Case 48,Round Grinding - Machine 12,2012-02-05T16:00:00Z
Case 48,Round Grinding - Machine 12,2012-02-05T17:13:00Z
Case 48,Round Grinding - Manual,2012-02-05T17:48:00Z
Case 48,Round Grinding - Machine 2,2012-02-05T20:04:00Z
Case 48,Round Grinding - Machine 12,2012-02-06T06:59:00Z
Case 48,Round Grinding - Machine 2,2012-02-06T10:06:00Z
Case 48,Packing,2012-02-07T00:00:00Z
Case 48,Final Inspection Q.C.,2012-02-07T06:47:00Z
Case 48,Round Grinding - Machine 12,2012-02-07T07:08:00Z
Case 48,Packing,2012-02-13T00:00:00Z
Case 48,Final Inspection Q.C.,2012-02-13T06:53:00Z
Case 48,Grinding Rework - Machine 27,2012-03-07T07:15:00Z
Case 48,Packing,2012-03-08T00:00:00Z
Case 48,Final Inspection Q.C.,2012-03-08T12:27:00Z
Case 63,Turning & Milling - Machine 4,2012-02-08T05:34:00Z
Case 63,Turning & Milling - Machine 4,2012-02-09T02:49:00Z
Case 63,Turning & Milling - Machine 4,2012-02-10T09:33:00Z
Case 63,Turning & Milling Q.C.,2012-02-10T09:56:00Z
Case 63,Turning & Milling - Machine 4,2012-02-11T12:00:00Z
Case 63,Turning & Milling - Machine 4,2012-02-11T13:08:00Z
Case 63,Turning & Milling - Machine 4,2012-02-11T22:36:00Z
Case 63,Turning & Milling - Machine 4,2012-02-12T07:07:00Z
Case 63,Turning & Milling Q.C.,2012-02-13T13:20:00Z
Case 63,Laser Marking - Machine 7,2012-02-15T10:19:00Z
Case 63,Laser Marking - Machine 7,2012-02-16T11:54:00Z
Case 63,Lapping - Machine 1,2012-03-07T00:00:00Z
Case 63,Lapping - Machine 1,2012-03-08T00:00:00Z
Case 63,Grinding Rework,2012-03-08T09:06:00Z
Case 63,Lapping - Machine 1,2012-03-11T14:50:00Z
Case 63,Lapping - Machine 1,2012-03-11T15:40:00Z
Case 63,Lapping - Machine 1,2012-03-12T00:00:00Z
Case 63,Lapping - Machine 1,2012-03-12T09:25:00Z
Case 63,Round Grinding - Machine 2,2012-03-12T20:06:00Z
Case 63,Round Grinding - Machine 2,2012-03-12T23:10:00Z
Case 63,Round Grinding - Machine 2,2012-03-12T23:51:00Z
Case 63,Round Grinding - Machine 2,2012-03-13T07:00:00Z
Case 63,Round Grinding - Machine 2,2012-03-13T09:11:00Z
Case 63,Round Grinding - Machine 2,2012-03-13T17:41:00Z
Case 63,Round Grinding - Machine 2,2012-03-13T20:12:00Z
Case 63,Round Grinding - Machine 2,2012-03-14T06:50:00Z
Case 63,Round Grinding - Machine 2,2012-03-14T16:45:00Z
Case 63,Turning & Milling Q.C.,2012-03-14T20:08:00Z
Case 63,Round Grinding - Machine 2,2012-03-15T06:53:00Z
Case 63,Round Grinding - Machine 2,2012-03-15T16:17:00Z
Case 63,Turning & Milling Q.C.,2012-03-15T23:45:00Z
Case 63,Round Grinding - Machine 2,2012-03-16T07:04:00Z
Case 63,Lapping - Machine 1,2012-03-16T08:14:00Z
Case 63,Round Grinding - Machine 2,2012-03-16T09:53:00Z
Case 63,Round Grinding - Machine 2,2012-03-17T22:14:00Z
Case 63,Round Grinding - Machine 2,2012-03-18T10:21:00Z
Case 63,Round Grinding - Machine 2,2012-03-18T15:56:00Z
Case 63,Round Grinding - Machine 2,2012-03-18T21:00:00Z
Case 63,Round Grinding - Machine 2,2012-03-19T07:06:00Z
Case 63,Round Grinding - Machine 2,2012-03-19T08:01:00Z
Case 63,Round Grinding - Machine 2,2012-03-19T20:16:00Z
Case 63,Final Inspection Q.C.,2012-03-26T11:20:00Z
Case 63,Final Inspection Q.C.,2012-03-26T13:20:00Z
Case 63,Final Inspection Q.C.,2012-03-27T07:00:00Z
Case 63,Final Inspection Q.C.,2012-03-27T11:00:00Z
Case 63,Final Inspection Q.C.,2012-03-27T13:20:00Z
Case 63,Grinding Rework - Machine 12,2012-03-27T16:00:00Z
Case 63,Final Inspection Q.C.,2012-03-28T07:00:00Z
Case 63,Final Inspection Q.C.,2012-03-28T09:00:00Z
Case 63,Final Inspection Q.C.,2012-03-28T09:20:00Z
Case 63,Final Inspection Q.C.,2012-03-28T09:40:00Z
Case 63,Packing,2012-03-29T00:00:00Z
Case 63,Final Inspection Q.C.,2012-03-29T07:00:00Z
Case 64,Turning & Milling - Machine 5,2012-03-15T16:29:00Z
Case 64,Turning & Milling - Machine 5,2012-03-16T00:20:00Z
Case 64,Turning & Milling - Machine 5,2012-03-16T07:10:00Z
Case 64,Turning & Milling - Machine 5,2012-03-17T08:23:00Z
Case 64,Turning & Milling - Machine 5,2012-03-18T13:22:00Z
Case 64,Turning & Milling - Machine 5,2012-03-18T16:40:00Z
Case 64,Turning & Milling - Machine 5,2012-03-18T20:07:00Z
Case 64,Turning & Milling - Machine 5,2012-03-18T20:08:00Z
Case 67,Turning & Milling - Machine 5,2012-02-02T19:46:00Z
Case 67,Turning & Milling - Machine 5,2012-02-02T21:55:00Z
Case 67,Turning & Milling - Machine 5,2012-02-02T23:46:00Z
Case 67,Turning & Milling - Machine 4,2012-02-03T01:00:00Z
Case 67,Turning & Milling - Machine 5,2012-02-03T07:16:00Z
Case 67,Turning & Milling - Machine 5,2012-02-03T12:50:00Z
Case 67,Turning & Milling - Machine 4,2012-02-04T23:24:00Z
Case 67,Turning & Milling - Machine 4,2012-02-05T06:51:00Z
Case 67,Turning & Milling Q.C.,2012-02-05T07:00:00Z
Case 67,Turning & Milling - Machine 4,2012-02-05T15:56:00Z
Case 67,Turning & Milling - Machine 4,2012-02-05T23:57:00Z
Case 67,Turning & Milling - Machine 4,2012-02-06T03:36:00Z
Case 67,Turning & Milling - Machine 4,2012-02-06T07:01:00Z
Case 67,Turning & Milling - Machine 4,2012-02-06T12:10:00Z
Case 67,Turning & Milling - Machine 4,2012-02-06T17:12:00Z
Case 67,Turning & Milling - Machine 4,2012-02-06T20:16:00Z
Case 67,Turning & Milling Q.C.,2012-02-07T09:00:00Z
Case 67,Laser Marking - Machine 7,2012-02-08T09:05:00Z
Case 67,Laser Marking - Machine 7,2012-02-08T11:00:00Z
Case 67,Lapping - Machine 1,2012-03-27T00:00:00Z
Case 67,Grinding Rework,2012-03-27T11:49:00Z
Case 67,Grinding Rework,2012-03-27T13:25:00Z
Case 67,Lapping - Machine 1,2012-03-27T13:27:00Z
Case 78,Turning & Milling - Machine 5,2012-02-29T18:31:00Z
Case 78,Turning & Milling - Machine 5,2012-02-29T21:59:00Z
Case 78,Turning & Milling - Machine 5,2012-03-01T00:09:00Z
Case 78,Turning & Milling - Machine 5,2012-03-01T06:56:00Z
Case 78,Turning & Milling - Machine 5,2012-03-01T16:15:00Z
Case 78,Turning & Milling - Machine 5,2012-03-01T20:22:00Z
Case 78,Turning & Milling - Machine 5,2012-03-02T00:10:00Z
Case 78,Turning & Milling - Machine 5,2012-03-02T03:59:00Z
Case 78,Turning & Milling - Machine 5,2012-03-02T12:44:00Z
Case 78,Turning & Milling - Machine 5,2012-03-03T13:00:00Z
Case 78,Turning & Milling - Machine 5,2012-03-04T00:12:00Z
Case 78,Turning & Milling Q.C.,2012-03-04T15:56:00Z
Case 78,Turning & Milling Q.C.,2012-03-05T11:20:00Z
Case 78,Turning & Milling Q.C.,2012-03-08T07:00:00Z
Case 78,Turning & Milling - Machine 5,2012-03-08T07:23:00Z
Case 78,Laser Marking - Machine 7,2012-03-08T07:35:00Z
Case 78,Turning & Milling - Machine 5,2012-03-08T15:56:00Z
Case 78,Turning & Milling - Machine 5,2012-03-08T17:55:00Z
Case 78,Turning & Milling - Machine 5,2012-03-08T20:11:00Z
Case 78,Turning & Milling - Machine 5,2012-03-09T01:48:00Z
Case 78,Turning & Milling - Machine 5,2012-03-09T07:28:00Z
Case 78,Turning & Milling Q.C.,2012-03-09T12:06:00Z
Case 78,Turning & Milling - Machine 5,2012-03-10T12:03:00Z
Case 78,Turning & Milling - Machine 5,2012-03-10T13:00:00Z
Case 78,Turning & Milling - Machine 5,2012-03-10T23:27:00Z
Case 78,Turning & Milling - Machine 5,2012-03-11T06:55:00Z
Case 78,Turning & Milling Q.C.,2012-03-11T08:23:00Z
Case 78,Turning & Milling - Machine 5,2012-03-11T16:12:00Z
Case 78,Turning & Milling - Machine 5,2012-03-11T17:19:00Z
Case 78,Laser Marking - Machine 7,2012-03-12T00:00:00Z
Case 78,Turning & Milling - Machine 5,2012-03-12T00:02:00Z
Case 78,Turning & Milling Q.C.,2012-03-12T07:52:00Z
Case 78,Turning & Milling Q.C.,2012-03-12T07:54:00Z
Case 78,Turning & Milling Q.C.,2012-03-12T10:44:00Z
Case 78,Laser Marking - Machine 7,2012-03-12T13:31:00Z
Case 78,Laser Marking - Machine 7,2012-03-12T15:19:00Z
Case 78,Turning & Milling Q.C.,2012-03-12T15:47:00Z
Case 78,Turning & Milling Q.C.,2012-03-14T11:11:00Z
Case 78,Lapping - Machine 1,2012-03-28T00:00:00Z
Case 78,Lapping - Machine 1,2012-03-28T13:23:00Z
Case 78,Round Grinding - Machine 2,2012-03-28T23:07:00Z
Case 78,Round Grinding - Machine 2,2012-03-29T01:09:00Z
Case 78,Round Grinding - Machine 2,2012-03-29T07:02:00Z
Case 78,Lapping - Machine 1,2012-03-29T14:39:00Z
Case 78,Turning & Milling Q.C.,2012-03-29T15:07:00Z
Case 78,Turning & Milling Q.C.,2012-03-29T19:14:00Z
Case 78,Round Grinding - Machine 2,2012-03-30T06:03:00Z
Case 78,Lapping - Machine 1,2012-03-30T11:31:00Z
Case 80,Turning & Milling - Machine 5,2012-03-06T20:21:00Z
Case 80,Turning & Milling - Machine 5,2012-03-06T23:51:00Z
Case 80,Turning & Milling Q.C.,2012-03-07T13:20:00Z
Case 80,Laser Marking - Machine 7,2012-03-07T15:50:00Z
Case 80,Lapping - Machine 1,2012-03-29T00:00:00Z
Case 80,Lapping - Machine 1,2012-03-29T14:32:00Z
Case 80,Round Grinding - Machine 3,2012-03-29T19:26:00Z
Case 80,Round Grinding - Machine 3,2012-03-30T00:27:00Z
Case 80,Round Grinding - Machine 3,2012-03-30T01:00:00Z
Case 80,Round Grinding - Machine 3,2012-03-30T05:51:00Z
Case 80,Round Grinding - Machine 3,2012-03-30T22:00:00Z
Case 82,Turning & Milling - Machine 5,2012-03-07T09:11:00Z
Case 82,Turning & Milling - Machine 5,2012-03-07T17:05:00Z
Case 82,Turning & Milling - Machine 5,2012-03-07T20:18:00Z
Case 82,Turning & Milling - Machine 5,2012-03-07T21:05:00Z
Case 82,Turning & Milling Q.C.,2012-03-09T07:00:00Z
Case 82,Laser Marking - Machine 7,2012-03-11T08:37:00Z
Case 82,Grinding Rework,2012-03-22T14:29:00Z
Case 82,Lapping - Machine 1,2012-03-23T07:53:00Z
Case 82,Lapping - Machine 1,2012-03-25T07:42:00Z
Case 82,Round Grinding - Machine 2,2012-03-25T11:50:00Z
Case 82,Round Grinding - Machine 2,2012-03-25T14:02:00Z
Case 82,Round Grinding - Machine 2,2012-03-25T20:41:00Z
