case,activity,Resource,time,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 240,Turning & Milling Q.C.,Quality Check 1,12/02/2012 09:50,12/02/2012 09:53,000:03,163,Bearing,ID4618,D,109,0,0,
Case 240,Flat Grinding - Machine 11,Machine 11 - Grinding,12/02/2012 10:16,12/02/2012 11:51,001:35,163,Bearing,ID4882,D,109,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,13/02/2012 00:00,13/02/2012 01:15,000:00,163,Bearing,ID4882,D,0,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,13/02/2012 09:01,13/02/2012 09:48,000:47,163,Bearing,ID4882,D,39,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,13/02/2012 10:32,13/02/2012 11:33,001:01,163,Bearing,ID4882,D,70,0,0,
Case 240,Final Inspection Q.C.,Quality Check 1,13/02/2012 14:19,13/02/2012 15:14,000:55,163,Bearing,ID4618,D,0,0,0,
Case 240,Final Inspection Q.C.,Quality Check 1,14/02/2012 12:32,14/02/2012 13:47,000:00,163,Bearing,ID4618,D,0,1,0,
Case 240,Final Inspection Q.C.,Quality Check 1,14/02/2012 14:45,14/02/2012 16:00,000:00,163,Bearing,ID4618,D,108,0,0,
Case 240,Packing,Packing,15/02/2012 00:00,15/02/2012 01:00,000:00,163,Bearing,ID4820,D,108,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,16/01/2012 00:00,16/01/2012 01:15,000:00,16,Ballnut,ID4429,S,0,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,17/01/2012 00:00,17/01/2012 01:15,000:00,16,Ballnut,ID4429,S,0,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,22/01/2012 20:03,22/01/2012 23:34,003:31,16,Ballnut,ID4167,S,1,0,0,
Case 241,Turning & Milling Q.C.,Quality Check 1,23/01/2012 07:00,23/01/2012 09:57,002:57,16,Ballnut,ID4287,D,0,1,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,23/01/2012 07:51,23/01/2012 10:41,002:50,16,Ballnut,ID4794,S,1,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,23/01/2012 10:41,23/01/2012 16:02,005:21,16,Ballnut,ID4794,D,14,0,0,
Case 241,Turning & Milling Q.C.,Quality Check 1,24/01/2012 07:00,24/01/2012 08:40,001:40,16,Ballnut,ID4287,D,15,0,0,
Case 241,Laser Marking - Machine 7,Machine 7- Laser Marking,24/01/2012 12:25,24/01/2012 13:37,001:12,16,Ballnut,ID0998,D,15,0,0,
Case 241,Flat Grinding - Machine 11,Machine 11 - Grinding,26/01/2012 11:25,26/01/2012 12:40,000:00,16,Ballnut,ID0998,D,15,0,0,
Case 241,Lapping - Machine 1,Machine 1 - Lapping,26/01/2012 11:25,26/01/2012 12:40,000:00,16,Ballnut,ID0998,D,15,0,0,
Case 241,Final Inspection Q.C.,Quality Check 1,26/01/2012 11:30,26/01/2012 14:53,003:23,16,Ballnut,ID4287,D,15,0,0,
Case 241,Packing,Packing,27/01/2012 00:00,27/01/2012 01:00,000:00,16,Ballnut,ID4820,D,15,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/02/2012 07:00,08/02/2012 14:19,007:19,40,Spur Gear,ID4794,S,2,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/02/2012 14:19,08/02/2012 15:50,001:31,40,Spur Gear,ID4794,D,3,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/02/2012 16:30,08/02/2012 20:12,003:42,40,Spur Gear,ID4167,D,4,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,08/02/2012 20:16,09/02/2012 02:46,006:30,40,Spur Gear,ID4529,D,17,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,09/02/2012 14:52,09/02/2012 15:41,000:49,40,Spur Gear,ID4794,D,1,0,0,
Case 242,Turning & Milling Q.C.,Quality Check 1,10/02/2012 07:30,10/02/2012 09:29,001:59,40,Spur Gear,ID4287,D,25,1,0,
Case 242,Turning & Milling Q.C.,Quality Check 1,10/02/2012 09:35,10/02/2012 09:36,000:01,40,Spur Gear,ID4287,D,0,1,0,
Case 242,Lapping - Machine 1,Machine 1 - Lapping,12/02/2012 00:00,12/02/2012 01:15,000:00,40,Spur Gear,ID4882,D,0,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12/02/2012 10:06,12/02/2012 13:31,003:25,40,Spur Gear,ID0997,S,0,0,0,
Case 242,Laser Marking - Machine 7,Machine 7- Laser Marking,12/02/2012 10:30,12/02/2012 10:46,000:16,40,Spur Gear,ID0998,D,25,0,0,
Case 242,Lapping - Machine 1,Machine 1 - Lapping,12/02/2012 16:08,12/02/2012 17:47,001:39,40,Spur Gear,ID0998,D,25,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12/02/2012 20:10,12/02/2012 22:28,002:18,40,Spur Gear,ID4794,S,1,0,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,12/02/2012 20:15,12/02/2012 22:00,001:45,40,Spur Gear,ID4528,S,0,0,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,12/02/2012 22:00,13/02/2012 06:40,008:40,40,Spur Gear,ID4528,D,13,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,12/02/2012 22:29,13/02/2012 04:31,006:02,40,Spur Gear,ID4794,D,12,0,0,
Case 242,Round Grinding - Machine 12,Machine 12 - Grinding,13/02/2012 00:00,13/02/2012 01:15,000:00,40,Spur Gear,ID0937,D,13,0,0,
Case 242,Turning & Milling Q.C.,Quality Check 1,13/02/2012 07:00,13/02/2012 07:30,000:30,40,Spur Gear,ID4287,D,12,1,0,
Case 242,Round Grinding - Machine 12,Machine 12 - Grinding,13/02/2012 07:00,13/02/2012 16:07,009:07,40,Spur Gear,ID4872,D,17,0,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,13/02/2012 07:00,13/02/2012 16:07,009:07,40,Spur Gear,ID4872,D,17,0,0,
Case 242,Laser Marking - Machine 7,Machine 7- Laser Marking,13/02/2012 08:24,13/02/2012 09:09,000:45,40,Spur Gear,ID0998,D,12,0,0,
Case 242,Lapping - Machine 1,Machine 1 - Lapping,13/02/2012 09:10,13/02/2012 10:22,001:12,40,Spur Gear,ID0998,D,12,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,13/02/2012 10:00,13/02/2012 12:00,002:00,40,Spur Gear,ID4287,D,0,1,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,13/02/2012 20:09,14/02/2012 04:53,008:44,40,Spur Gear,ID4528,D,7,0,0,
Case 242,Round Grinding - Machine 12,Machine 12 - Grinding,13/02/2012 20:33,14/02/2012 04:53,008:20,40,Spur Gear,ID4528,D,7,0,0,
Case 242,Packing,Packing,14/02/2012 00:00,14/02/2012 01:00,000:00,40,Spur Gear,ID4820,D,12,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,14/02/2012 07:00,14/02/2012 07:19,000:19,40,Spur Gear,ID4287,D,12,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,16/02/2012 13:30,16/02/2012 15:30,002:00,40,Spur Gear,ID4287,D,0,0,0,
Case 242,Packing,Packing,17/02/2012 00:00,17/02/2012 01:00,000:00,40,Spur Gear,ID4820,D,24,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,17/02/2012 09:00,17/02/2012 09:30,000:30,40,Spur Gear,ID4287,D,24,0,0,
Case 243,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,16/01/2012 02:38,16/01/2012 06:36,003:58,10,Spur Gear,ID4794,S,0,0,0,
Case 243,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,16/01/2012 07:00,16/01/2012 11:00,004:00,10,Spur Gear,ID4529,S,1,0,0,
Case 243,Turning & Milling Q.C.,Quality Check 1,16/01/2012 10:30,16/01/2012 12:48,002:18,10,Spur Gear,ID4287,D,0,0,0,
Case 243,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,16/01/2012 11:01,16/01/2012 16:39,005:38,10,Spur Gear,ID4529,D,9,0,0,
Case 243,Turning & Milling Q.C.,Quality Check 1,17/01/2012 08:38,17/01/2012 10:44,002:06,10,Spur Gear,ID4618,D,9,1,0,
Case 243,Laser Marking - Machine 7,Machine 7- Laser Marking,24/01/2012 13:38,24/01/2012 14:32,000:54,10,Spur Gear,ID0998,D,9,0,0,
Case 243,Lapping - Machine 1,Machine 1 - Lapping,24/01/2012 14:32,24/01/2012 16:42,002:10,10,Spur Gear,ID0998,D,9,0,0,
Case 243,Round Grinding - Machine 2,Machine 2 - Round Grinding,25/01/2012 12:09,25/01/2012 14:36,002:27,10,Spur Gear,ID4385,S,0,0,0,
Case 243,Round Grinding - Machine 2,Machine 2 - Round Grinding,25/01/2012 14:36,25/01/2012 15:54,001:18,10,Spur Gear,ID4385,D,9,0,0,
Case 243,Final Inspection Q.C.,Quality Check 1,26/01/2012 09:21,26/01/2012 15:18,005:57,10,Spur Gear,ID4618,D,0,0,0,
Case 243,Final Inspection Q.C.,Quality Check 1,27/01/2012 07:38,27/01/2012 12:00,004:22,10,Spur Gear,ID4618,D,0,0,0,
Case 243,Packing,Packing,29/01/2012 00:00,29/01/2012 01:00,000:00,10,Spur Gear,ID4820,D,9,0,0,
Case 243,Final Inspection Q.C.,Quality Check 1,29/01/2012 07:22,29/01/2012 08:37,000:00,10,Spur Gear,ID4493,D,9,0,0,
Case 244,Lapping - Machine 1,Machine 1 - Lapping,09/01/2012 17:15,09/01/2012 17:49,000:34,5,Cable Head,ID4528,D,2,0,0,
Case 244,Lapping - Machine 1,Machine 1 - Lapping,10/01/2012 06:57,10/01/2012 08:12,001:15,5,Cable Head,ID4528,D,3,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,10/01/2012 08:12,10/01/2012 09:50,001:38,5,Cable Head,ID4528,S,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,10/01/2012 09:51,10/01/2012 15:55,006:04,5,Cable Head,ID4528,D,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,11/01/2012 06:57,11/01/2012 11:19,004:22,5,Cable Head,ID4528,D,1,0,0,
Case 244,Final Inspection Q.C.,Quality Check 1,11/01/2012 11:00,11/01/2012 12:40,001:40,5,Cable Head,ID4287,D,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,11/01/2012 11:20,11/01/2012 12:38,001:18,5,Cable Head,ID4528,B,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,11/01/2012 12:38,11/01/2012 14:05,001:27,5,Cable Head,ID4528,D,4,0,0,
Case 244,Final Inspection Q.C.,Quality Check 1,12/01/2012 09:00,12/01/2012 12:30,003:30,5,Cable Head,ID4287,D,0,1,0,
Case 244,Final Inspection Q.C.,Quality Check 1,13/01/2012 12:25,13/01/2012 12:52,000:27,5,Cable Head,ID4287,D,4,0,0,
Case 244,Packing,Packing,15/01/2012 00:00,15/01/2012 01:00,000:00,5,Cable Head,ID4820,D,4,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/01/2012 07:07,20/01/2012 06:57,023:50,5,Cable Head,ID3846,S,0,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/01/2012 15:22,19/01/2012 16:37,000:00,5,Cable Head,ID3846,B,0,0,0,
Case 245,Turning & Milling Q.C.,Quality Check 1,19/01/2012 16:50,19/01/2012 18:04,001:14,5,Cable Head,ID4163,S,0,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,20/01/2012 09:22,20/01/2012 11:04,001:42,5,Cable Head,ID3846,S,1,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,20/01/2012 11:05,20/01/2012 12:28,001:23,5,Cable Head,ID3846,D,4,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,22/01/2012 20:22,23/01/2012 03:30,007:08,5,Cable Head,ID4641,S,1,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,23/01/2012 03:31,23/01/2012 05:20,001:49,5,Cable Head,ID4641,D,4,0,0,
Case 245,Turning & Milling Q.C.,Quality Check 1,23/01/2012 07:43,23/01/2012 08:43,001:00,5,Cable Head,ID4493,D,5,0,0,
Case 245,Laser Marking - Machine 7,Machine 7- Laser Marking,24/01/2012 17:15,24/01/2012 17:23,000:08,5,Cable Head,ID0998,D,5,0,0,
Case 245,Lapping - Machine 1,Machine 1 - Lapping,12/02/2012 00:00,12/02/2012 01:15,000:00,5,Cable Head,ID4882,D,0,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,14/02/2012 01:00,14/02/2012 06:40,005:40,5,Cable Head,ID4528,D,0,0,0,
Case 245,Lapping - Machine 1,Machine 1 - Lapping,14/02/2012 04:54,14/02/2012 06:38,001:44,5,Cable Head,ID4528,D,5,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,14/02/2012 23:00,15/02/2012 01:00,002:00,5,Cable Head,ID4528,S,0,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,15/02/2012 20:19,16/02/2012 06:54,010:35,5,Cable Head,ID4528,D,0,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,16/02/2012 20:20,17/02/2012 06:54,010:34,5,Cable Head,ID4528,D,5,0,0,
Case 245,Final Inspection Q.C.,Quality Check 1,19/02/2012 07:00,19/02/2012 15:20,008:20,5,Cable Head,ID4493,D,4,1,0,
Case 245,Packing,Packing,20/02/2012 00:00,20/02/2012 01:00,000:00,5,Cable Head,ID4820,D,4,0,0,
Case 246,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,02/01/2012 09:00,02/01/2012 16:00,007:00,36,Disc,ID4641,D,10,0,0,
Case 246,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,02/01/2012 16:00,02/01/2012 23:40,007:40,36,Disc,ID3846,D,7,0,0,
Case 246,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,03/01/2012 14:14,03/01/2012 15:29,000:00,36,Disc,ID4641,D,14,0,0,
Case 246,Turning & Milling Q.C.,Quality Check 1,04/01/2012 07:00,04/01/2012 08:40,001:40,36,Disc,ID4287,D,31,2,0,
Case 246,Laser Marking - Machine 7,Machine 7- Laser Marking,04/01/2012 09:39,04/01/2012 10:21,000:42,36,Disc,ID4882,D,31,0,0,
Case 246,Flat Grinding - Machine 11,Machine 11 - Grinding,04/01/2012 10:59,04/01/2012 17:54,006:55,36,Disc,ID0998,D,15,0,0,
Case 246,Flat Grinding - Machine 11,Machine 11 - Grinding,05/01/2012 00:00,05/01/2012 01:15,000:00,36,Disc,ID4882,D,0,0,0,
Case 246,Flat Grinding - Machine 11,Machine 11 - Grinding,05/01/2012 08:16,05/01/2012 10:35,002:19,36,Disc,ID0998,D,16,0,0,
Case 246,Final Inspection Q.C.,Quality Check 1,08/01/2012 14:04,08/01/2012 15:27,001:23,36,Disc,ID4287,D,31,0,0,
Case 246,Packing,Packing,09/01/2012 00:00,09/01/2012 01:00,000:00,36,Disc,ID4491,D,31,0,0,
Case 248,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,08/01/2012 10:35,08/01/2012 15:53,005:18,24,Housing,ID3846,S,1,0,0,
Case 248,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,08/01/2012 15:55,08/01/2012 17:46,001:51,24,Housing,ID3846,D,7,0,0,
Case 248,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,08/01/2012 20:15,09/01/2012 01:59,005:44,24,Housing,ID4641,D,16,0,0,
Case 248,Lapping - Machine 1,Machine 1 - Lapping,10/01/2012 00:00,10/01/2012 01:15,000:00,24,Housing,ID4882,D,0,0,0,
Case 248,Turning & Milling Q.C.,Quality Check 1,10/01/2012 07:10,10/01/2012 08:10,001:00,24,Housing,ID4493,D,24,0,0,
Case 248,Laser Marking - Machine 7,Machine 7- Laser Marking,10/01/2012 13:24,10/01/2012 14:33,001:09,24,Housing,ID0998,D,24,0,0,
Case 248,Flat Grinding - Machine 11,Machine 11 - Grinding,10/01/2012 14:33,10/01/2012 15:48,000:00,24,Housing,ID0998,D,10,0,0,
Case 248,Flat Grinding - Machine 11,Machine 11 - Grinding,10/01/2012 14:34,10/01/2012 17:33,002:59,24,Housing,ID0998,D,14,0,0,
Case 248,Lapping - Machine 1,Machine 1 - Lapping,10/01/2012 15:47,10/01/2012 17:34,001:47,24,Housing,ID4882,D,24,0,0,
Case 248,Round Grinding - Machine 2,Machine 2 - Round Grinding,11/01/2012 04:05,11/01/2012 06:29,002:24,24,Housing,ID4445,S,0,0,0,
Case 248,Round Grinding - Machine 2,Machine 2 - Round Grinding,11/01/2012 06:29,11/01/2012 06:52,000:23,24,Housing,ID4445,D,2,0,0,
Case 248,Round Grinding - Machine 2,Machine 2 - Round Grinding,11/01/2012 06:56,11/01/2012 11:35,004:39,24,Housing,ID4385,D,22,0,0,
Case 248,Final Inspection Q.C.,Quality Check 1,15/01/2012 12:30,15/01/2012 15:11,002:41,24,Housing,ID4493,D,0,1,0,
Case 248,Packing,Packing,18/01/2012 00:00,18/01/2012 01:00,000:00,24,Housing,ID4820,D,23,0,0,
Case 248,Final Inspection Q.C.,Quality Check 1,18/01/2012 07:00,18/01/2012 08:24,001:24,24,Housing,ID4493,D,23,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,12/01/2012 08:03,12/01/2012 15:05,007:02,64,Ballnut,ID0997,S,1,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,12/01/2012 15:06,12/01/2012 16:00,000:54,64,Ballnut,ID0997,S,0,0,0,
Case 249,Turning & Milling Q.C.,Quality Check 1,13/01/2012 06:53,13/01/2012 07:41,000:48,64,Ballnut,ID4287,D,0,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,13/01/2012 07:48,13/01/2012 12:40,004:52,64,Ballnut,ID0997,D,18,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,15/01/2012 09:32,15/01/2012 17:58,008:26,64,Ballnut,ID0997,D,38,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,15/01/2012 20:06,15/01/2012 22:15,002:09,64,Ballnut,ID4932,D,6,0,0,
Case 249,Turning & Milling Q.C.,Quality Check 1,16/01/2012 07:00,16/01/2012 08:40,001:40,64,Ballnut,ID4287,D,63,0,0,
Case 249,Flat Grinding - Machine 11,Machine 11 - Grinding,16/01/2012 13:39,16/01/2012 16:08,002:29,64,Ballnut,ID0998,D,63,0,0,
Case 249,Lapping - Machine 1,Machine 1 - Lapping,16/01/2012 16:08,16/01/2012 17:22,001:14,64,Ballnut,ID0998,D,63,0,0,
Case 249,Round Grinding - Manual,Machine 27 - Grinding,17/01/2012 12:48,17/01/2012 13:32,000:44,64,Ballnut,ID4872,S,0,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,17/01/2012 20:59,18/01/2012 00:53,003:54,64,Ballnut,ID4385,S,0,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/01/2012 00:53,18/01/2012 02:07,001:14,64,Ballnut,ID4385,D,5,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/01/2012 07:03,18/01/2012 16:03,009:00,64,Ballnut,ID4355,D,29,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/01/2012 16:06,18/01/2012 17:57,001:51,64,Ballnut,ID4385,D,7,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/01/2012 20:18,19/01/2012 02:22,006:04,64,Ballnut,ID4528,D,22,0,0,
Case 249,Final Inspection Q.C.,Quality Check 1,19/01/2012 07:00,19/01/2012 11:10,004:10,64,Ballnut,ID4287,D,0,0,0,
Case 249,Laser Marking - Machine 7,Machine 7- Laser Marking,19/01/2012 07:39,19/01/2012 07:40,000:01,64,Ballnut,ID4872,D,1,0,0,
Case 249,Laser Marking - Machine 7,Machine 7- Laser Marking,19/01/2012 07:40,19/01/2012 08:31,000:51,64,Ballnut,ID4872,D,62,0,0,
Case 249,Packing,Packing,22/01/2012 00:00,22/01/2012 01:00,000:00,64,Ballnut,ID4491,D,62,0,0,
Case 249,Final Inspection Q.C.,Quality Check 1,22/01/2012 06:50,22/01/2012 07:25,000:35,64,Ballnut,ID4287,D,62,1,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,19/01/2012 08:33,19/01/2012 12:26,003:53,13,Plug,ID4429,S,4,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,19/01/2012 12:27,19/01/2012 15:41,003:14,13,Plug,ID4429,D,9,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,24/01/2012 12:22,24/01/2012 17:09,004:47,13,Plug,ID4429,S,0,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,24/01/2012 20:08,25/01/2012 04:45,008:37,13,Plug,ID4529,S,1,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,25/01/2012 04:46,25/01/2012 06:27,001:41,13,Plug,ID4529,D,7,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,25/01/2012 06:55,25/01/2012 09:20,002:25,13,Plug,ID4429,D,5,0,0,
Case 25,Turning & Milling Q.C.,Quality Check 1,27/01/2012 07:00,27/01/2012 08:40,001:40,13,Plug,ID4163,D,13,0,0,
Case 25,Laser Marking - Machine 7,Machine 7- Laser Marking,29/01/2012 09:02,29/01/2012 09:26,000:24,13,Plug,ID0998,D,13,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,30/01/2012 00:00,30/01/2012 01:15,000:00,13,Plug,ID4882,D,0,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,30/01/2012 09:02,30/01/2012 09:07,000:05,13,Plug,ID4882,D,1,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,30/01/2012 09:05,30/01/2012 10:20,000:00,13,Plug,ID4872,S,0,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,30/01/2012 09:06,30/01/2012 11:36,002:30,13,Plug,ID4872,S,0,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,30/01/2012 09:09,30/01/2012 10:04,000:55,13,Plug,ID4882,D,12,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,30/01/2012 11:36,30/01/2012 15:53,004:17,13,Plug,ID4872,D,1,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,30/01/2012 16:09,30/01/2012 23:58,007:49,13,Plug,ID4528,D,5,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,31/01/2012 22:25,31/01/2012 23:29,001:04,13,Plug,ID4528,D,2,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,01/02/2012 07:26,01/02/2012 11:26,004:00,13,Plug,ID4872,D,5,0,0,
Case 25,Round Grinding - Q.C.,Quality Check 1,01/02/2012 11:10,01/02/2012 13:50,002:40,13,Plug,ID4287,D,13,0,0,
Case 25,Round Grinding - Q.C.,Quality Check 1,13/02/2012 08:00,13/02/2012 08:40,000:40,13,Plug,ID4163,D,0,0,0,
Case 25,Round Grinding - Q.C.,Quality Check 1,13/02/2012 09:00,13/02/2012 10:30,001:30,13,Plug,ID4163,D,0,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,26/02/2012 09:33,26/02/2012 09:56,000:23,13,Plug,ID0998,D,2,0,0,
Case 25,Round Grinding - Machine 3,Machine 3 - Round Grinding,26/02/2012 15:55,26/02/2012 18:06,002:11,13,Plug,ID4355,S,0,0,0,
Case 25,Round Grinding - Machine 3,Machine 3 - Round Grinding,26/02/2012 20:39,26/02/2012 21:49,001:10,13,Plug,ID4385,D,2,0,0,
Case 25,Final Inspection Q.C.,Quality Check 1,29/02/2012 09:00,29/02/2012 09:30,000:30,13,Plug,ID4163,D,0,2,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,03/01/2012 07:30,03/01/2012 16:00,008:30,32,Barrel,ID4326,S,0,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,04/01/2012 14:00,04/01/2012 18:00,004:00,32,Barrel,ID4326,S,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,05/01/2012 07:00,05/01/2012 12:50,005:50,32,Barrel,ID4163,D,0,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,05/01/2012 07:00,05/01/2012 16:00,009:00,32,Barrel,ID4326,D,8,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,06/01/2012 07:00,06/01/2012 13:00,006:00,32,Barrel,ID4326,D,7,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,08/01/2012 06:49,08/01/2012 17:59,011:10,32,Barrel,ID4326,D,17,0,0,
Case 250,Laser Marking - Machine 7,Machine 7- Laser Marking,09/01/2012 14:32,09/01/2012 15:47,000:00,32,Barrel,ID0998,D,32,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,10/01/2012 07:00,10/01/2012 08:40,001:40,32,Barrel,ID4163,D,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,10/01/2012 07:00,10/01/2012 08:40,001:40,32,Barrel,ID4163,D,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,10/01/2012 08:21,10/01/2012 08:40,000:19,32,Barrel,ID4163,D,32,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,10/01/2012 09:00,10/01/2012 12:50,003:50,32,Barrel,ID4163,D,0,0,0,Y
Case 250,Final Inspection Q.C.,Quality Check 1,10/01/2012 13:20,10/01/2012 14:50,001:30,32,Barrel,ID4163,D,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,10/01/2012 15:00,10/01/2012 18:00,003:00,32,Barrel,ID4163,D,0,0,0,
Case 250,Packing,Packing,12/01/2012 00:00,12/01/2012 01:00,000:00,32,Barrel,ID4820,D,32,0,0,
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,08/01/2012 15:04,08/01/2012 16:15,001:11,5,Cable Head,ID4429,S,0,0,0,
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,09/01/2012 06:50,09/01/2012 11:28,004:38,5,Cable Head,ID4932,S,1,0,0,
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,09/01/2012 11:28,09/01/2012 12:56,001:28,5,Cable Head,ID4932,D,4,0,0,
Case 251,Turning & Milling Q.C.,Quality Check 1,10/01/2012 07:00,10/01/2012 08:21,001:21,5,Cable Head,ID4163,D,5,0,0,
Case 251,Laser Marking - Machine 7,Machine 7- Laser Marking,10/01/2012 09:10,10/01/2012 09:22,000:12,5,Cable Head,ID0998,D,5,0,0,
Case 251,Turning & Milling Q.C.,Quality Check 1,10/01/2012 14:50,10/01/2012 16:10,001:20,5,Cable Head,ID4163,D,0,0,0,
Case 251,Lapping - Machine 1,Machine 1 - Lapping,14/02/2012 15:07,14/02/2012 15:27,000:20,5,Cable Head,ID4882,D,5,0,0,
Case 251,Round Grinding - Machine 23,Machine 23 - Turning,19/02/2012 21:42,19/02/2012 23:29,001:47,5,Cable Head,ID4109,D,5,0,0,
Case 251,Final Inspection Q.C.,Quality Check 1,20/02/2012 09:00,20/02/2012 12:50,003:50,5,Cable Head,ID4163,D,0,0,0,
